"symbol"	"name"
"METTL12"	"CSKMT / Citrate Synthase Lysine Methyltransferase"
"METTL13"	"EEF1AKNMT / EEF1A Lysine And N-Terminal Methyltransferase"
"METTL21B"	"EEF1AKMT3 / EEF1A Lysine Methyltransferase 3"
"METTL21D"	"VCPKMT / Valosin Containing Protein Lysine Methyltransferase"
"MFI2"	"MELTF / Melanotransferrin"
"MFI2-AS1"	"MELTF-AS1 / MELTF Antisense RNA 1"
"MFSD4"	"MFSD4A / Major Facilitator Superfamily Domain Containing 4A"
"MGC16275"	"Uncharacterized Protein MGC16275"
"MGC21881"	"GLIDR glioblastoma down-regulated RNA [from clone name]"
"MGC27345"	"RBM28 / RNA binding motif protein 28"
"MGC2752"	"CENPBD1P1 / CENPB DNA-binding domains containing 1 pseudogene 1 [from clone name]"
"MGC72080"	"MGC72080 pseudogene"
"MGEA5"	"OGA / O-GlcNAcase"
"MINOS1"	"MICO10 / Mitochondrial Contact Site And Cristae Organizing System Subunit 10"
"MIR143HG"	"CARMN / Cardiac Mesoderm Enhancer-Associated Non-Coding RNA"
"MIRLET7DHG"	"LINC02603 / Long Intergenic Non-Protein Coding RNA 2603"
"MKI67IP"	"NIFK / Nucleolar Protein Interacting With The FHA Domain Of MKI67"
"MKL1"	"MRTFA / Myocardin Related Transcription Factor A"
"MKL2"	"MRTFB / Myocardin Related Transcription Factor B"
"MLF1IP"	"CENPU / Centromere Protein U"
"MLL"	"KMT2A / Lysine Methyltransferase 2A"
"MLL2"	"KMT2D / Lysine Methyltransferase 2D"
"MLL3"	"KMT2C / Lysine Methyltransferase 2C"
"MLL5"	"KMT2E / Lysine Methyltransferase 2E"
"MLLT4"	"AFDN / Afadin, Adherens Junction Formation Factor"
"MLLT4-AS1"	"AFDN-DT / AFDN Divergent Transcript [AFDN = Afadin, Adherens Junction Formation Factor]"
"MLTK"	"MAP3K20 / Mitogen-Activated Protein Kinase Kinase Kinase 20"
"MMP24-AS1"	"MMP24 Opposite Strand"
"MNF1"	"UQCC2 / Ubiquinol-Cytochrome C Reductase Complex Assembly Factor 2"
"MRE11A"	"MRE11 / MRE11 Homolog, Double Strand Break Repair Nuclease"
"MRP63"	"MRPL57 / Mitochondrial Ribosomal Protein L57"
"MTERFD1"	"MTERF3 / Mitochondrial Transcription Termination Factor 3"
"MTERFD2"	"MTERF4 / Mitochondrial Transcription Termination Factor 4"
"MTERFD3"	"MTERF2 / Mitochondrial Transcription Termination Factor 2"
"MTL5"	"TESMIN / Testis Expressed Metallothionein Like Protein"
"MTSS1L"	"MTSS2 / MTSS I-BAR Domain Containing 2"
"MUM1"	"PWWP Domain Containing 3A, DNA Repair Factor"
"MUT"	"MMUT / Methylmalonyl-CoA Mutase"
"MYEOV2"	"COP9 Signalosome Subunit 9"
"NADKD1"	"NADK2 / NAD Kinase 2, Mitochondrial"
"NAP1L6"	"NAP1L6P / Nucleosome Assembly Protein 1 Like 6, Pseudogene"
"NAPRT1"	"NAPRT / Nicotinate Phosphoribosyltransferase"
"NARFL"	"CIAO3 / Cytosolic Iron-Sulfur Assembly Component 3"
"NARG2"	"ICE2 / Interactor Of Little Elongation Complex ELL Subunit 2"
"NARS"	"NARS / Asparaginyl-TRNA Synthetase"
"NBPF16"	"NBPF15 / NBPF Member 15"
"NBPF24"	"NBPF11 / NBPF Member 11"
"NCBP2-AS2"	"NCBP2AS2 / NCBP2 Antisense 2 (Head To Head)"
"NDNL2"	"NSMCE3 / MAGEG1 / NSE3 Homolog, SMC5-SMC6 Complex Component"
"NGFRAP1"	"BEX3 / Brain Expressed X-Linked 3"
"NHP2L1"	"NU13 / Small Nuclear Ribonucleoprotein 13"
"NOTCH2NL"	"NOTCH2NLB / Notch 2 N-Terminal Like B"
"NOV"	"CCN3 / Cellular Communication Network Factor 3"
"NPIP"	"NPIPB11 / Nuclear Pore Complex Interacting Protein Family Member B11"
"NPIPL3"	"NPIPB3 / Nuclear Pore Complex Interacting Protein Family Member B3"
"NPPA"	"Natriuretic Peptide A"
"NPPC"	"NPPC / Natriuretic Peptide C"
"NPR2"	"NPR2 / Natriuretic Peptide Receptor 2"
"NRD1"	"NRDC / Nardilysin Convertase "
"NT5C3"	"NT5C3A / 5'-Nucleotidase, Cytosolic IIIA"
"NUDT4P1"	"NUDT4B / Nudix Hydrolase 4B"
"NUPL1"	"NUP58 / Nucleoporin 58"
"NUPL2"	"NUP42 / Nucleoporin 42"
"NUPR1L"	"NUPR2 / Nuclear Protein 2, Transcriptional Regulator"
"OBFC1"	"STN1 / STN1 Subunit Of CST Complex"
"ORAOV1"	"LTO1 / LTO1 Maturation Factor Of ABCE1"
"OSER1-AS1"	"OSER1-DT / OSER1 Divergent Transcript [OSER1 = Oxidative Stress Responsive Serine Rich 1]"
"OVOS2"	"Alpha-2-Macroglobulin Like 1 Pseudogene"
"PAK7"	"PAK5 / P21 (RAC1) Activated Kinase 5"
"PAPD7"	"TENT4A / Terminal Nucleotidyltransferase 4A"
"PAPL"	"ACP7 / Acid Phosphatase 7, Tartrate Resistant (Putative)"
"PAR-SN"	"PWARSN / Prader Willi/Angelman Region RNA, SNRPN Neighbor"
"PARK2"	"PRKN / Parkin RBR E3 Ubiquitin Protein Ligase"
"PCNX"	"Pecanex 1"
"PCNXL2"	"PCNX2 / Pecanex 2"
"PCNXL3"	"PCNX3 / Pecanex 3 "
"PCNXL4"	"PCNX4 / Pecanex 4"
"PDDC1"	"GATD1 / Glutamine Amidotransferase Like Class 1 Domain Containing 1"
"PET112"	"GATB / Glutamyl-TRNA Amidotransferase Subunit B"
"PHF15"	"JADE2 / Jade Family PHD Finger 2"
"PHF17"	"JADE1 / Jade Family PHD Finger 1"
"PIDD"	"PIDD1 / P53-Induced Death Domain Protein 1"
"PLA2G16"	"PLAAT3 / Phospholipase A And Acyltransferase 3"
"PLK1S1"	"KIZ / Kizuna Centrosomal Protein"
"PNMA6C"	"PNMA6A / PNMA Family Member 6A"
"PNMAL1"	"PNMA8A / PNMA Family Member 8A"
"PNMAL2"	"PNMA8B / PNMA Family Member 8B"
"PPAP2A"	"PLPP1 / Phospholipid Phosphatase 1"
"PPAP2B"	"PLPP3 / Phospholipid Phosphatase 3"
"PPAP2C"	"PLPP2 / Phospholipid Phosphatase 2"
"PPAPDC1A"	"PLPP4 / Phospholipid Phosphatase 4"
"PPAPDC1B"	"PLPP5 / Phospholipid Phosphatase 5"
"PPP2R4"	"PTPA / Protein Phosphatase 2 Phosphatase Activator"
"PQLC1"	"SLC66A2 / Solute Carrier Family 66 Member 2"
"PQLC2"	"SLC66A1 / Solute Carrier Family 66 Member 1"
"PQLC2L"	"SLC66A1L / Solute Carrier Family 66 Member 1 Like"
"PQLC3"	"SLC66A3 / Solute Carrier Family 66 Member 3"
"PRH1-PRR4"	"PRH1-PRR4 Readthrough"
"PRKCDBP"	"CAVIN3 / Caveolae Associated Protein 3"
"PRKRIR"	"THAP12 / THAP Domain Containing 12"
"PRMT10"	"PRMT9 / Protein Arginine Methyltransferase 9"
"PROSC"	"PLPBP / Pyridoxal Phosphate Binding Protein"
"PRR24"	"INAFM1 / InaF Motif Containing 1"
"PRSS42"	"PRSS42P / Serine Protease 42, Pseudogene"
"PRSS45"	"PRSS45P / Serine Protease 45, Pseudogene"
"PRUNE"	"PRUNE1 / Prune Exopolyphosphatase 1"
"PSMD5-AS1"	"CUTALP / CutA Divalent Cation Tolerance Homolog-Like, Pseudogene [PSMD5 = Proteasome 26S Subunit, Non-ATPase 5]"
"PTPLA"	"HACD1 / 3-Hydroxyacyl-CoA Dehydratase 1"
"PTPLAD1"	"HACD3 / 3-Hydroxyacyl-CoA Dehydratase 3"
"PTPLB"	"HACD2 / 3-Hydroxyacyl-CoA Dehydratase 2"
"PTRF"	"CAVIN1 / Caveolae Associated Protein 1"
"PVRL1"	"NECTIN1 / Nectin Cell Adhesion Molecule 1"
"PVRL2"	"NECTIN2 / Nectin Cell Adhesion Molecule 2"
"PVRL3"	"NECTIN3 / Nectin Cell Adhesion Molecule 3"
"PVRL3-AS1"	"NECTIN3-AS1 / NECTIN3 Antisense RNA 1 [NECTIN3 = Nectin Cell Adhesion Molecule 3]"
"PVRL4"	"NECTIN4 / Nectin Cell Adhesion Molecule 4"
"PYCRL"	"PYCR3 / Pyrroline-5-Carboxylate Reductase 3"
"QARS"	"Glutaminyl-TRNA Synthetase"
"QTRTD1"	"QTRT2 / Queuine TRNA-Ribosyltransferase Accessory Subunit 2"
"RAB30-AS1"	"RAB30-DT / RAB30-AS1"
"RAB7L1"	"RAB29 / RAB29, Member RAS Oncogene Family"
"RABL5"	"IFT22 / Intraflagellar Transport 22"
"RARRES3"	"PLAAT4 / Phospholipase A And Acyltransferase 4"
"RARS"	"RARS1 / Arginyl-TRNA Synthetase 1"
"REXO1L1"	"REXO1L1P / REXO1 Like 1, Pseudogene"
"RFPL1-AS1"	"RFPL1S / RFPL1 Antisense RNA 1"
"RFWD2"	"COP1 / COP1 E3 Ubiquitin Ligase"
"RGAG4"	"RTL5 / Retrotransposon Gag Like 5"
"RNF219"	"OBI1 / ORC Ubiquitin Ligase 1"
"RNMTL1"	"MRM3 / Mitochondrial RRNA Methyltransferase 3"
"RP1-177G6.2"	"LINC00632"
"RP1-241P17.4"	"ENSG00000228532 / Uncharacterized protein / Small Ubiquitin-Like Modifier 2 (SUMO2) Pseudogene"
"RP1-313I6.12"	"ENSG00000272009 / Antisense / Novel Transcript, Antisense To ZNF165"
"RP1-39G22.7"	"ENSG00000259943 / Antisense / Novel Transcript, Antisense To ZMPSTE24"
"RP1-40E16.12"	"ENSG00000272277 / Antisense / Novel Transcript, Antisense To RIPK1"
"RP11-103G8.2"	"ENSG00000240137 / Antisense / ERICH6-AS1 / ERICH6 Antisense RNA 1"
"RP11-108M9.4"	"ENSG00000238142 / LincRNA / Novel Transcript"
"RP11-1094M14.11"	"SNHG30 / Small Nucleolar RNA Host Gene 30"
"RP11-111M22.3"	"ENSG00000255135 / LincRNA / Novel Transcript"
"RP11-115C21.2"	"KIAA0513 / Uncharacterized Protein KIAA0513"
"RP11-119B16.2"	"ENSG00000229539 / Antisense / PANK2-AS1 / PANK2 Antisense RNA 1"
"RP11-126L15.4"	"SLC12A9-AS1 / SLC12A9 Antisense RNA 1"
"RP11-14N7.2"	"ENSG00000232527 / LincRNA / LINC02802"
"RP11-160O5.1"	"RP11-160O5.1 / AC015821"
"RP11-169K16.9"	"ENSG00000179743 / Antisense / Novel Transcript"
"RP11-181G12.2"	"PRKCZ-AS1 [PRKCZ = Protein Kinase C Zeta]"
"RP11-182L21.6"	"ENSG00000272447 / LincRNA / LOC642361 / Uncharacterized LOC642361"
"RP11-191L17.1"	"ENSG00000272663 / LincRNA / Novel Transcript"
"RP11-195F19.5"	"ENSG00000187186 / HCG2040265, isoform CRA_a; Uncharacterized protein; cDNA FLJ50015"
"RP11-204M4.2"	"ENSG00000204837 / LincRNA / FGF7P3 / Fibroblast Growth Factor 7 Pseudogene 3"
"RP11-220I1.1"	"ENSG00000233137 / LincRNA"
"RP11-22C11.2"	"ENSG00000261437 / Antisense / LOC100288748 / Uncharacterized LOC100288748"
"RP11-22P6.2"	"ENSG00000261766 / Antisense / Novel Transcript, Antisense To SH2B1"
"RP11-22P6.3"	"ENSG00000260442 / Antisense / ATP2A1-AS1 / ATP2A1 Antisense RNA 1"
"RP11-25K19.1"	"ENSG00000167912 / Antisense / Novel Transcript"
"RP11-262H14.4"	"ENSG00000170161 / LincRNA / Novel Transcript"
"RP11-279F6.1"	"ENSG00000245750 / LINC00593"
"RP11-295G20.2"	"ENSG00000233461 / Antisense / Novel Transcript"
"RP11-304L19.5"	"ENSG00000260260 / LincRNA / SNHG19 / Small Nucleolar RNA Host Gene 19"
"RP11-307C12.12"	"ENSG00000271380 / Antisense / LOC101928120 / Uncharacterized LOC101928120"
"RP11-332H14.2"	"ENSG00000272994 / LincRNA / Novel Transcript"
"RP11-343N15.5"	"ENSG00000269996 / LincRNA"
"RP11-344P13.6"	"ENSG00000272583 / LincRNA / Novel Transcript"
"RP11-345J4.5"	"ENSG00000261740 / BolA-like protein 2 / BOLA2-SMG1P6 / BOLA2-SMG1P6 Readthrough"
"RP11-345P4.9"	"ENSG00000272106 / Antisense / NONHSAG000117.2"
"RP11-349A22.5"	"ENSG00000257621 / Antisense / PSMA3-AS1 / PSMA3 Antisense RNA 1"
"RP11-350G8.5"	"IL6R-AS1 / IL6R Antisense RNA 1"
"RP11-350N15.5"	"ENSG00000272092 / LincRNA / Novel Transcript"
"RP11-357H14.17"	"ENSG00000272763 / LincRNA / Novel Transcript"
"RP11-366L20.2"	"HMGA2-AS1 / HMGA2 Antisense RNA 1 [ HMGA2 = High Mobility Group AT-Hook 2 ]"
"RP11-367G6.3"	"ENSG00000272053 / LincRNA"
"RP11-375B1.3"	"ENSG00000248859 / LincRNA / LINC01574 / Long Intergenic Non-Protein Coding RNA 1574"
"RP11-385J1.2"	"ENSG00000237978 / Antisense / KCNMB2-AS1 / KCNMB2 Antisense RNA 1"
"RP11-386G11.10"	"ENSG00000258017 / Antisense / Novel Transcript, Antisense To TUBA1B"
"RP11-390E23.6"	"ENSG00000272686 / Antisense / Novel Transcript, Antisense To WASL"
"RP11-390F4.3"	"ENSG00000225489 / LincRNA / Novel Transcript"
"RP11-392P7.6"	"ENSG00000247498 / Antisense / GPRC5D-AS1 / GPRC5D And HEBP1 Antisense RNA 1"
"RP11-400N13.2"	"LINC02474"
"RP11-430H10.1"	"ENSG00000254427 / LincRNA / LINC02696 / Long Intergenic Non-Protein Coding RNA 2696"
"RP11-445F12.1"	"ENSG00000255509 / Antisense"
"RP11-446F3.2"	"ENSG00000234170 / LincRNA / LINC02645 / Long Intergenic Non-Protein Coding RNA 2645"
"RP11-44F21.5"	"LINC02562"
"RP11-465L10.10"	"SLC12A5-AS1 / SLC12A5 And MMP9 Antisense RNA 1"
"RP11-475N22.4"	"ENSG00000244300 / Antisense / GATA2-AS1 / GATA2 Antisense RNA 1"
"RP11-489E7.4"	"ENSG00000272256 / Antisense / Novel Transcript, Antisense To TMEM66"
"RP11-498C9.15"	"ENSG00000263731 / LincRNA / Novel Transcript"
"RP11-499F3.2"	"ENSG00000259692 / LincRNA / Novel Transcript"
"RP11-509E16.1"	"ENSG00000261452 / LincRNA"
"RP11-513G11.4"	"ENSG00000225742 / LincRNA / LINC02036 / Long Intergenic Non-Protein Coding RNA 2036"
"RP11-51J9.5"	"ENSG00000271869 / LincRNA / Novel Transcript"
"RP11-532F12.5"	"SPINT1-AS1 / SPINT1 Antisense RNA 1"
"RP11-539L10.3"	"ENSG00000251580 / LincRNA / LINC02482 / Long Intergenic Non-Protein Coding RNA 2482"
"RP11-545E17.3"	"ENSG00000223478 / Antisense / Novel Transcript"
"RP11-558F24.4"	"ENSG00000231789 / Antisense / PIK3CD-AS2 / PIK3CD Antisense RNA 2"
"RP11-563K23.1"	"ENSG00000272619 / LincRNA / Novel Transcript"
"RP11-611E13.2"	"ENSG00000257815 / Antisense / PRANCR / Progenitor Renewal Associated Non-Coding RNA"
"RP11-620J15.3"	"ENSG00000257698 / GIHCG / GIHCG Inhibitor Of MiR-200b/200a/429 Expression"
"RP11-660L16.2"	"ENSG00000254682 / Antisense / Novel Transcript"
"RP11-66N11.8"	"ENSG00000260081 / Antisense / Morf4 Family Associated Protein 1 (MRFAP1) Pseudogene"
"RP11-706O15.1"	"ENSG00000205664 / HCG1981372, isoform CRA_c; Uncharacterized protein"
"RP11-712L6.5"	"ENSG00000255062 / Uncharacterized protein / Novel Transcript, Antisense To DCPS And TIRAP"
"RP11-727F15.9"	"ENSG00000256690 / Antisense / LOC105369332 / Uncharacterized LOC105369332"
"RP11-742B18.1"	"ENSG00000249001 / Antisense / Novel Transcript"
"RP11-758M4.4"	"ENSG00000253706 / Antisense / Novel Transcript, Antisense To PI15"
"RP11-792A8.4"	"ENSG00000272831 / Antisense / Novel Transcript, Antisense To RABGEF1"
"RP11-798M19.6"	"ENSG00000272870 / Antisense / SAP30-DT / SAP30 Divergent Transcript"
"RP11-81H14.2"	"ENSG00000251301 / LincRNA / LINC02384 / Long Intergenic Non-Protein Coding RNA 2384"
"RP11-83A24.2"	"ENSG00000273247 / Antisense / Novel Transcript, Antisense To RAB33B"
"RP11-849H4.2"	"ENSG00000254469"
"RP11-85O21.2"	"ENSG00000236668 / Antisense / LOC100505588 / Uncharacterized LOC100505588"
"RP11-89K21.1"	"ENSG00000259439 / LincRNA / LINC01833 / Long Intergenic Non-Protein Coding RNA 1833"
"RP11-98D18.9"	"TDRKH-AS1 / TDRKH Antisense RNA 1 [TDRKH = Tudor And KH Domain Containing]"
"RP11-98G7.1"	"ENSG00000236947 / LincRNA / ENSG00000228532 / Uncharacterized protein"
"RP13-1032I1.7"	"ENSG00000262049 / Antisense / Novel Transcript, Antisense To HGS"
"RP13-582O9.5"	"ENSG00000253716 / Antisense / MINCR / MYC-Induced Long Non-Coding RNA"
"RP3-410B11.1"	"ENSG00000225882 / LincRNA / LINC01456 / Long Intergenic Non-Protein Coding RNA 1456"
"RP3-512B11.3"	"ENSG00000261189 / Antisense / Novel Transcript, Antisense To DSP"
"RP3-525N10.2"	"ENSG00000230910 / Antisense / Novel Transcript"
"RP4-639F20.1"	"ENSG00000235501 / Antisense / Novel Transcript"
"RP4-665J23.1"	"ENSG00000233593 / LincRNA / LINC02609 / Long Intergenic Non-Protein Coding RNA 2609"
"RP4-758J18.2"	"ENSG00000224870 / HCG20425, isoform CRA_a; Uncharacterized protein; cDNA FLJ53815 / MRPL20-AS1 / MRPL20 Antisense RNA 1"
"RP4-792G4.2"	"ENSG00000230798 / Antisense / FOXD3-AS1 / FOXD3 Antisense RNA 1"
"RP5-1136G13.2"	"ENSG00000273314 / Antisense / Novel Transcript, Antisense To CUL1"
"RP5-821D11.7"	"ENSG00000184068 / Antisense / SREBF2-AS1 / SREBF2 Antisense RNA 1"
"RP6-109B7.3"	"ENSG00000241990 / PRR34-AS1 / PRR34 Antisense RNA 1"
"RP6-65G23.3"	"ENSG00000259153 / LincRNA / Novel Transcript"
"RPS17L"	"RPS17 / Ribosomal Protein S17"
"RQCD1"	"CNOT9 / CCR4-NOT Transcription Complex Subunit 9"
"RRP7B"	"RRP7BP / Ribosomal RNA Processing 7 Homolog B, Pseudogene"
"RTFDC1"	"RTF2 / Replication Termination Factor 2"
"SARS"	"SARS / Seryl-TRNA Synthetase"
"SC5DL"	"SC5D / Sterol-C5-Desaturase"
"SELK"	"Selenoprotein K"
"SELM"	"Selenoprotein M"
"SELRC1"	"COA7 / Cytochrome C Oxidase Assembly Factor 7 (Putative)"
"SELT"	"Selenoprotein T"
"SEP15"	"Selenoprotein F"
"SEPN1"	"SELENON / Selenoprotein N"
"SEPP1"	"Selenoprotein P"
"SEPT1"	"SEPTIN1 / Septin 1"
"SEPT10"	"Septin 10"
"SEPT11"	"Septin 11"
"SEPT14"	"SEPTIN14 / Septin 14"
"SEPT15"	"Septin 15"
"SEPT2"	"SEPTIN2"
"SEPT3"	"SEPTIN3"
"SEPT4"	"Septin 4"
"SEPT4-AS1"	"SEPTIN4-AS1 / SEPT4 Antisense RNA 1"
"SEPT5"	"Septin 5"
"SEPT6"	"SEPTIN6 / Septin 6"
"SEPT7"	"SEPTIN7 / Septin 7"
"SEPT7-AS1"	"SEPTIN7-AS1 / SEPT7 Antisense RNA 1"
"SEPT7P2"	"SEPTIN7P2 / Septin 7 Pseudogene 2"
"SEPT8"	"Septin 8"
"SEPT9"	"Septin 9"
"SEPW1"	"Selenoprotein W"
"SETD5-AS1"	"THUMPD3-AS1 / THUMPD3 Antisense RNA 1"
"SETD8"	"KMT5A / Lysine Methyltransferase 5A"
"SF3B14"	"SF3B6 / Splicing Factor 3b Subunit 6"
"SGK196"	"POMK / Protein O-Mannose Kinase"
"SGK494"	"RSKR / Ribosomal Protein S6 Kinase Related"
"SGOL1"	"SGO1 / Shugoshin 1"
"SGOL2"	"Shugoshin 2"
"SHFM1"	"SEM1 26S Proteasome Complex Subunit"
"SKIV2L2"	"MTREX / Mtr4 Exosome RNA Helicase"
"SLC35E2"	"SLC35E2B / Solute Carrier Family 35 Member E2B"
"SLED1"	"Proteoglycan 3, Pro Eosinophil Major Basic Protein 2 Pseudogene"
"SLMO1"	"PRELID3A / PRELI Domain Containing 3A"
"SLMO2"	"PRELID3B / PRELI Domain Containing 3B "
"SMA4"	"SMN1 / Survival Of Motor Neuron 1, Telomeric"
"SMA5"	"SMA5 / Glucuronidase Beta Pseudogene"
"SMCR7L"	"MIEF1 / Mitochondrial Elongation Factor 1"
"SMEK1"	"PPP4R3A / Protein Phosphatase 4 Regulatory Subunit 3A"
"SMEK2"	"PPP4R3B / Protein Phosphatase 4 Regulatory Subunit 3B"
"SMIM11"	"SMIM11A / Small Integral Membrane Protein 11A"
"SNORA76"	"ENSG00000252904 / SnoRNA"
"SPDYE2L"	"SPDYE2B / Speedy/RINGO Cell Cycle Regulator Family Member E2B"
"SPG20"	"Spartin"
"SQRDL"	"Sulfide Quinone Oxidoreductase"
"SRPR"	"SRPRA / SRP Receptor Subunit Alpha"
"SSFA2"	"ITPRID2 / ITPR Interacting Domain Containing 2"
"SSSCA1"	"ZNRD2 / Zinc Ribbon Domain Containing 2"
"ST3GAL4-AS1"	"GSEC / G-Quadruplex Forming Sequence Containing LncRNA"
"STRA13"	"BHLHE40 / Basic Helix-Loop-Helix Family Member E40"
"SUV420H1"	"KMT5B / Lysine Methyltransferase 5B"
"SUV420H2"	"KMT5C / Lysine Methyltransferase 5C"
"SYT14L"	"SYT14P1 / Synaptotagmin 14 Pseudogene 1"
"TAPSAR1"	"PSMB8-AS1 / PSMB8 Antisense RNA 1 (Head To Head)"
"TARS"	"Threonyl-TRNA Synthetase"
"TCEB1"	"Elongin C"
"TCEB2"	"Elongin B"
"TCEB3"	"Elongin A"
"TCEB3-AS1"	"ELOA-AS1 / ELOA Antisense RNA 1 [ELOA = Elongin A]"
"TEX40"	"CATSPERZ / Catsper Channel Auxiliary Subunit Zeta"
"TGIF2-C20orf24"	"TGIF2-RAB5IF / TGIF2-RAB5IF Readthrough"
"TLDC1"	"MEAK7 / MTOR Associated Protein, Eak-7 Homolog"
"TMEM136"	"TLCD5 / TLC Domain Containing 5"
"TMEM180"	"MFSD13A / Major Facilitator Superfamily Domain Containing 13A"
"TMEM194B"	"NEMP2 / Nuclear Envelope Integral Membrane Protein 2"
"TMEM2"	"CEMIP2 / Cell Migration Inducing Hyaluronidase 2"
"TMEM206"	"PACC1 / Proton Activated Chloride Channel 1"
"TMEM261"	"DMAC1 / Distal Membrane Arm Assembly Complex 1"
"TMEM35"	"TMEM35A / Transmembrane Protein 35A"
"TMEM48"	"NDC1 / NDC1 Transmembrane Nucleoporin"
"TMEM5"	"RXYLT1 / Ribitol Xylosyltransferase 1"
"TMEM55A"	"PIP4P2 / Phosphatidylinositol-4,5-Bisphosphate 4-Phosphatase 2"
"TMEM55B"	"PIP4P1 / Phosphatidylinositol-4,5-Bisphosphate 4-Phosphatase"
"TMEM56"	"TLCD4 / TLC Domain Containing 4"
"TMEM57"	"MACO1 / Macoilin 1"
"TMEM66"	"SARAF / Store-Operated Calcium Entry Associated Regulatory Factor"
"TMEM66"	"SARAF / Store-Operated Calcium Entry Associated Regulatory Factor"
"TNFAIP8L2-SCNM1"	"TNFAIP8L2-SCNM1 Readthrough"
"TOMM70A"	"TOMM70 / Translocase Of Outer Mitochondrial Membrane 70"
"TOPORS-AS1"	"SMIM27 / Small Integral Membrane Protein 27 [TOPORS = TOP1 Binding Arginine/Serine Rich Protein]"
"TRAPPC2P1"	"TRAPPC2B / Trafficking Protein Particle Complex 2B"
"TROVE2"	"Ro60, Y RNA Binding Protein"
"TSG1"	"TSG1 / Tumor Suppressor TSG1"
"TSSC1"	"EARP Complex And GARP Complex Interacting Protein 1"
"TXLNG2P"	"TXLNGY / Taxilin Gamma Pseudogene, Y-Linked"
"U47924.27"	"MIR200CHG / MIR200C And MIR141 Host Gene"
"UBE2Q2P3"	"UBE2Q2P2 / Ubiquitin Conjugating Enzyme E2 Q2 Pseudogene 2"
"UFD1L"	"Ubiquitin Recognition Factor In ER Associated Degradation 1"
"UG0898H09"	"NKAIN3-IT1 / NKAIN3 Intronic Transcript"
"UPK3BL"	"UPK3BL1 / Uroplakin 3B Like 1"
"USMG5"	"ATP Synthase Membrane Subunit DAPIT"
"UTP11L"	"UTP11 Small Subunit Processome Component"
"UTS2D"	"UTS2B / Urotensin 2B"
"VARS"	"VARS1 / Valyl-TRNA Synthetase 1"
"VIMP"	"Selenoprotein S"
"VPRBP"	"DCAF1 / DDB1 And CUL4 Associated Factor 1"
"WAPAL"	"WAPL / WAPL Cohesin Release Factor"
"WARS"	"Tryptophanyl-TRNA Synthetase"
"WBP5"	"TCEAL9 / Transcription Elongation Factor A Like 9"
"WBSCR16"	"RCC1L / RCC1 Like"
"WBSCR22"	"BUD23 / BUD23 RRNA Methyltransferase And Ribosome Maturation Factor"
"WBSCR27"	"METTL27 / Methyltransferase Like 27"
"WBSCR28"	"TMEM270 / Transmembrane Protein 270"
"WDR85"	"DPH7 / Diphthamide Biosynthesis 7"
"WDR85"	"DPH7 / Diphthamide Biosynthesis 7"
"WHSC1"	"NSD2 / Nuclear Receptor Binding SET Domain Protein 2"
"WHSC1L1"	"NSD3 / Nuclear Receptor Binding SET Domain Protein 3"
"WIBG"	"PYM1 / PYM Homolog 1, Exon Junction Complex Associated Factor"
"WISP3"	"CCN6 / Cellular Communication Network Factor 6"
"WRB"	"GET1 / Guided Entry Of Tail-Anchored Proteins Factor 1"
"XAGE1C"	"XAGE1B / X Antigen Family Member 1B"
"XAGE1D"	"XAGE1B / X Antigen Family Member 1B"
"XAGE1E"	"XAGE1B / X Antigen Family Member 1B"
"XRCC6BP1"	"ATP23 / ATP23 Metallopeptidase And ATP Synthase Assembly Factor"
"XXbac-BPG252P9.9"	"ENSG00000272540 / Antisense / Novel Transcript, Antisense To TUBB"
"XXbac-BPG27H4.8"	"LINC02570"
"YAE1D1"	"YAE1 / YAE1 Maturation Factor Of ABCE1"
"YARS"	"Tyrosyl-TRNA Synthetase"
"Z83851.1"	"ENSG00000229891 / LincRNA / LINC01315 / Long Intergenic Non-Protein Coding RNA 1315"
"ZAK"	"MAP3K20 / Mitogen-Activated Protein Kinase Kinase Kinase 20"
"ZCCHC11"	"TUT4 / Terminal Uridylyl Transferase 4"
"ZFP106"	"Zinc Finger Protein 106"
"ZFYVE20"	"RBSN / Rabenosyn, RAB Effector"
"ZMYM6NB"	"TMEM35B / Transmembrane Protein 35B"
"ZNF259"	"ZPR1 / ZPR1 Zinc Finger"
"ZNF271"	"ZNF271P / Zinc Finger Protein 271, Pseudogene / EBV-Induced Zinc Finger Protein"
"ZNF542"	"ZNF542P / Zinc Finger Protein 542, Pseudogene"
"ZNF767"	"ZNF767P / Zinc Finger Family Member 767, Pseudogene"
"ZNF788"	"ZNF788P / Zinc Finger Family Member 788, Pseudogene"
"ZNF788"	"ZNF788P / Zinc Finger Family Member 788, Pseudogene"
"ZRSR1"	"ZRSR2P1 / ZRSR2 Pseudogene 1"
"ZUFSP"	"ZUP1 / Zinc Finger Containing Ubiquitin Peptidase 1"
